transaction_id,item_name,category,quantity_sold,unit_cost,unit_price,profit,sold_date,year,month,day_of_week,holiday_spike
04238813-9fd3-4d4d-b5ba-7c532e5d89f9,Bacon,Meat,3,3.5,6.02,7.56,2021-10-21,2021,10,3,False
93e82837-45a1-4d4c-9b65-69db7e2d9f8d,Apple,Fruits,7,0.3,0.54,1.68,2024-08-13,2024,8,1,False
a9de13ab-0e24-49a9-aa17-42a733adefaf,Rice,Pantry,5,1.0,2.43,7.15,2020-11-02,2020,11,0,False
7ebd4aaa-3f1e-4cac-835c-b8cf07dcfb05,Coffee,Beverages,7,3.0,7.02,28.14,2024-01-10,2024,1,2,False
4b7fa163-ffb1-47f9-a50f-0976dcf17523,Orange Juice,Beverages,5,1.5,3.49,9.95,2020-07-18,2020,7,5,False
f853283a-9d2d-4b56-910f-98b343d55bab,Beef Steak,Meat,2,6.0,12.6,13.2,2023-05-16,2023,5,1,False
d453fe71-3768-461d-8a93-a62574441d5b,Cake,Bakery,4,5.0,9.22,16.88,2023-02-02,2023,2,3,False
c70d0e71-f7b2-425c-a921-63293d625809,Laundry Detergent,Household,2,5.0,7.79,5.58,2021-08-23,2021,8,0,False
c4b6bfc6-c3a4-4174-8664-3e7883d25bc8,Pork Chop,Meat,4,4.0,8.15,16.6,2022-02-17,2022,2,3,False
f859ceb0-b1af-4436-829d-68c4bf54fba2,Orange Juice,Beverages,2,1.5,3.31,3.62,2020-03-05,2020,3,3,False
0863ae3b-508a-45e7-81bb-139604e0dc7d,Muffin,Bakery,2,0.85,1.76,1.82,2023-03-13,2023,3,0,False
5b976bc4-97c8-4572-8e5f-f7a421a50b9a,Pork Chop,Meat,2,4.0,7.74,7.48,2024-05-12,2024,5,6,False
9b7c1e6d-d9c3-4b9f-8002-67c979bf5dd5,Bacon,Meat,6,3.5,6.36,17.16,2021-05-03,2021,5,0,False
73392bcc-b682-49ff-85fd-5d5ff256c319,Soda,Beverages,4,0.7,1.69,3.96,2023-12-05,2023,12,1,False
9827573a-1588-4ee1-ae8c-4fe360a2d217,Sausage,Meat,5,2.5,5.93,17.15,2020-06-16,2020,6,1,False
69460b1e-ce73-469e-ba54-31d5a4c38b8a,Coffee,Beverages,6,3.0,4.54,9.24,2023-11-22,2023,11,2,False
8c30268b-b3d0-4dc6-b564-bad1ce125e99,Yogurt,Dairy,5,0.6,0.95,1.75,2021-12-11,2021,12,5,False
a28922d7-28f0-4e21-beb6-4eb553dc2c9b,Orange Juice,Beverages,6,1.5,2.8,7.8,2023-08-26,2023,8,5,False
139a9a54-f1b9-4bb1-8a75-bb9c5a9789c4,Onion,Vegetables,8,0.3,0.54,1.92,2022-03-06,2022,3,6,False
540d4658-1780-4c8f-b338-c68c5711414d,Paper Towels,Household,4,2.5,5.18,10.72,2020-08-05,2020,8,2,False
f5e94f1d-3f02-4f7a-a3be-e0d519588ab8,Beef Steak,Meat,6,6.0,13.1,42.6,2021-06-27,2021,6,6,False
9a5586c0-81a3-4a44-ab0c-5506209f8954,Toilet Paper,Household,3,3.0,4.94,5.82,2020-03-15,2020,3,6,False
eb69f0ca-c4c3-49a8-a679-7b28883657a6,Water,Beverages,2,0.25,0.69,0.88,2022-07-27,2022,7,2,False
c79bb4db-029a-4032-b8ce-182eea75d13b,Pork Chop,Meat,3,4.0,7.93,11.79,2024-09-14,2024,9,5,False
2006e45a-d4e5-4802-85d9-58608a22ca10,Chicken Breast,Meat,6,3.0,5.91,17.46,2024-04-28,2024,4,6,False
70215b78-cc6a-4eae-a0fa-55048d575ffb,Salt,Pantry,2,0.2,0.61,0.82,2024-03-05,2024,3,1,False
061cb688-7233-4ee3-891c-a48ecfeb11a4,Toilet Paper,Household,3,3.0,5.72,8.16,2024-10-03,2024,10,3,False
fc5b43ba-38d6-4be1-8461-d806e974d877,Croissant,Bakery,3,0.9,2.34,4.32,2022-09-30,2022,9,4,False
ce527dd4-581f-4509-94c5-b0e303551ef6,Coffee,Beverages,8,3.0,4.96,15.68,2022-04-01,2022,4,4,False
dea287bd-7e60-4e70-835f-12c773efdbb1,Cheese,Dairy,4,2.5,4.44,7.76,2023-07-17,2023,7,0,False
820cb1b8-7c87-4b0d-b514-9a52f9f91665,Tomato,Vegetables,3,0.4,0.91,1.53,2022-03-01,2022,3,1,False
a0bb8e29-c275-4aaf-9c4c-44ba3d6f1d31,Flour,Pantry,2,0.7,1.28,1.16,2024-04-01,2024,4,0,False
3f2cb5c4-c5a9-4b1b-8af1-80ddc018fda6,Sugar,Pantry,5,0.6,1.14,2.7,2021-01-06,2021,1,2,False
cba809a2-5f27-4099-8923-59728b5197a6,Apple,Fruits,7,0.3,0.67,2.59,2020-06-04,2020,6,3,False
6352043a-8e9f-4bf5-85e8-4527c56cc9f1,Eggs,Dairy,8,1.5,2.72,9.76,2021-04-28,2021,4,2,False
985dc149-ce13-445f-a0f0-6a93776739bf,Tomato,Vegetables,8,0.4,1.0,4.8,2022-05-07,2022,5,5,False
ee0381af-ff5f-47b1-b460-fcf976977203,Laundry Detergent,Household,4,5.0,10.65,22.6,2021-06-08,2021,6,1,False
c825e731-c426-4a48-9659-74be4d0a1958,Banana,Fruits,8,0.2,0.37,1.36,2023-08-11,2023,8,4,False
2e5f38d3-1ac5-4aec-aa9e-3e8675ac65e4,Bread,Bakery,4,0.8,1.19,1.56,2020-12-05,2020,12,5,False
0587a960-dc6d-4733-91d8-3c2f17f1672f,Bacon,Meat,6,3.5,7.29,22.74,2021-08-02,2021,8,0,False
d2107a32-015f-41b6-b76d-96a1126fd2ac,Croissant,Bakery,6,0.9,1.88,5.88,2023-09-13,2023,9,2,False
aff64cbe-22e0-42bb-9d43-927327a5369d,Orange Juice,Beverages,4,1.5,3.56,8.24,2022-10-02,2022,10,6,False
1fbc3123-837d-4c7c-adac-11b62eee0417,Dish Soap,Household,4,1.2,2.67,5.88,2023-05-08,2023,5,0,False
f268091e-6a46-4506-b53a-ae255bbcd191,Pasta,Pantry,3,0.9,2.05,3.45,2022-08-24,2022,8,2,False
bf316c28-0b9c-45b1-b527-6288a0db1233,Soda,Beverages,7,0.7,1.87,8.19,2020-02-21,2020,2,4,False
9de17a9d-c164-48b9-b4ac-59bdc320369e,Orange,Fruits,7,0.35,0.69,2.38,2022-06-06,2022,6,0,False
843a96ab-9388-424e-a2bb-33f52c5578da,Beef Steak,Meat,8,6.0,13.23,57.84,2020-05-09,2020,5,5,False
0eb08242-8971-4b57-9271-a885a90554e6,Water,Beverages,3,0.25,0.74,1.47,2023-06-19,2023,6,0,False
d41e28ce-5a03-4cf4-8203-20a0f5a68e39,Orange Juice,Beverages,5,1.5,2.99,7.45,2022-06-25,2022,6,5,False
347b578d-3dc5-4c9c-a82d-fc7cb9345d74,Orange Juice,Beverages,7,1.5,3.63,14.91,2021-04-22,2021,4,3,False
d1b09cc9-f217-4193-8462-a3a46acf7afb,Salt,Pantry,6,0.2,0.47,1.62,2023-11-16,2023,11,3,False
88327099-e308-46b4-8c6f-476f6576c22c,Sugar,Pantry,4,0.6,1.23,2.52,2020-06-27,2020,6,5,False
23f825dd-afea-4bcd-b763-0439eedf77dc,Pork Chop,Meat,8,4.0,6.09,16.72,2024-06-16,2024,6,6,False
21033582-39c1-40ab-84c1-bc289d677a6f,Trash Bags,Household,7,2.0,4.09,14.63,2023-08-27,2023,8,6,False
43b47e9a-459f-4bb5-bb79-00cd7feb2c59,Croissant,Bakery,6,0.9,2.4,9.0,2023-11-07,2023,11,1,False
beb5220a-4c83-4c14-8050-a33370f23433,Broccoli,Vegetables,4,0.8,2.06,5.04,2024-04-17,2024,4,2,False
3574af4a-44e6-4459-80ca-0a0710db2547,Orange,Fruits,4,0.35,0.7,1.4,2020-06-25,2020,6,3,False
78f0ce31-7716-4795-9b25-fd0e79aa9887,Milk,Dairy,8,0.9,1.66,6.08,2023-01-27,2023,1,4,False
4b29d75d-f3ff-4b64-baba-397cee01f40b,Flour,Pantry,6,0.7,1.24,3.24,2021-01-07,2021,1,3,False
fa05ef6e-0acf-4d18-a144-ac01d5e56d63,Chicken Breast,Meat,6,3.0,5.23,13.38,2022-12-14,2022,12,2,False
3af943f0-be0a-4eff-a0fa-20ebcc31b1ab,Water,Beverages,4,0.25,0.61,1.44,2020-03-02,2020,3,0,False
09b8b95b-0a2a-4b3a-8247-9ada30405db2,Toilet Paper,Household,5,3.0,5.12,10.6,2022-07-08,2022,7,4,False
7b9fe87d-f056-4e30-bd87-b82bce4c8e67,Salt,Pantry,4,0.2,0.46,1.04,2022-05-14,2022,5,5,False
bf49b9d1-f88a-4a17-a9c9-0d4c1e847cf8,Tea,Beverages,8,2.0,3.76,14.08,2020-04-07,2020,4,1,True
7c7c3041-af0b-4709-ab1d-6ad66f3ab1c1,Banana,Fruits,3,0.2,0.51,0.93,2020-10-26,2020,10,0,False
0494fab7-7e6e-4498-869f-ffb8cc27bc3d,Bagel,Bakery,2,0.7,1.3,1.2,2024-03-02,2024,3,5,False
acf682ce-3de6-4fae-9130-3cbd3535e1e5,Rice,Pantry,2,1.0,2.23,2.46,2020-12-15,2020,12,1,False
50111f7f-cb6d-4a9d-a07a-2b79a80564ad,Beef Steak,Meat,3,6.0,13.74,23.22,2020-08-15,2020,8,5,False
85c4341a-ef87-4d81-9265-601c3da12330,Muffin,Bakery,4,0.85,1.77,3.68,2024-06-11,2024,6,1,False
021e8104-c50a-4fdf-8422-9374f26033a8,Flour,Pantry,3,0.7,1.6,2.7,2021-01-17,2021,1,6,False
61facab5-8314-43a1-959f-4dbaf3d2ac48,Flour,Pantry,5,0.7,1.28,2.9,2021-04-03,2021,4,5,False
dd943a8b-966c-405d-8ffd-7e11a5cddcc8,Dish Soap,Household,5,1.2,2.59,6.95,2020-02-09,2020,2,6,False
0fc6b9c9-da77-46e1-89e7-f44e1cbd208d,Laundry Detergent,Household,2,5.0,10.41,10.82,2020-04-01,2020,4,2,False
574761eb-62bf-4700-a4f0-ffff4aed910b,Strawberry,Fruits,5,1.5,2.62,5.6,2020-06-27,2020,6,5,False
f22c3f94-9950-4f08-b5c0-c2b39b989211,Water,Beverages,6,0.25,1.0,4.5,2020-06-06,2020,6,5,False
8242f46d-ded7-40fb-a65f-4d5b60e6f811,Beef Steak,Meat,8,6.0,9.96,31.68,2021-07-16,2021,7,4,False
1a12d75e-7514-4c2a-b486-f9ffd66c3718,Milk,Dairy,7,0.9,1.53,4.41,2020-02-18,2020,2,1,False
1368d2ff-c840-4a63-97ea-242ad5324d61,Orange,Fruits,3,0.35,0.57,0.66,2020-08-23,2020,8,6,False
609fb145-6c34-4c04-945f-f7857ec87550,Pasta,Pantry,3,0.9,1.93,3.09,2024-01-12,2024,1,4,False
1a063eec-9b78-40a3-a0d3-1fed2d7a1498,Orange Juice,Beverages,8,1.5,2.99,11.92,2020-06-03,2020,6,2,False
a7080f42-d183-4a86-a627-cca80e8de3e2,Carrot,Vegetables,5,0.2,0.67,2.35,2024-05-10,2024,5,4,False
32ec17c9-6cca-4802-8884-ecdf073b7805,Salt,Pantry,3,0.2,0.51,0.93,2023-01-08,2023,1,6,False
08256dfa-1cc5-4980-b7e8-c82c2292ad60,Beef Steak,Meat,6,6.0,13.31,43.86,2023-10-29,2023,10,6,False
87dce39e-a531-450d-83e6-1d353cf52801,Trash Bags,Household,4,2.0,4.78,11.12,2023-03-03,2023,3,4,False
a7144dc5-a9f0-4977-9df8-a65a90abe605,Orange Juice,Beverages,2,1.5,3.34,3.68,2023-03-20,2023,3,0,False
230df673-0477-4577-b3e2-8267357eca2f,Toilet Paper,Household,2,3.0,4.74,3.48,2020-12-03,2020,12,3,False
456241bb-8c53-4270-9770-8fcddcc6ff90,Banana,Fruits,8,0.2,0.41,1.68,2023-04-21,2023,4,4,False
18407b12-c2b7-414f-9fe1-d73778b0598a,Potato,Vegetables,4,0.25,0.45,0.8,2023-04-16,2023,4,6,False
9c7f8bfb-bbce-4490-9528-18e20803a3d8,Potato,Vegetables,5,0.25,0.62,1.85,2023-10-13,2023,10,4,False
92841daf-36d6-4f78-b4c8-2d484e7af488,Croissant,Bakery,7,0.9,2.14,8.68,2020-07-25,2020,7,5,False
afce1d4b-a328-45ac-8c3d-87edbfb36005,Coffee,Beverages,13,3.0,7.7,61.1,2022-12-22,2022,12,3,True
22016563-f906-425f-94c6-22544227ab16,Muffin,Bakery,6,0.85,1.83,5.88,2024-05-27,2024,5,0,False
e0cbd1dc-2b96-43fb-8b06-8c49a7da7a06,Paper Towels,Household,3,2.5,5.03,7.59,2020-08-28,2020,8,4,False
b525e8e4-20f0-472c-9e3b-d843f69d9b66,Muffin,Bakery,12,0.85,2.08,14.76,2024-04-07,2024,4,6,True
a08d5d47-70b1-4aee-8e96-85da7bb4aec5,Coffee,Beverages,7,3.0,5.55,17.85,2024-05-27,2024,5,0,False
4b5ce8e7-f1be-4dce-be0f-032407a38b8e,Milk,Dairy,3,0.9,1.64,2.22,2022-06-29,2022,6,2,False
ea3f848e-6f34-4fc6-ba68-abd678a848a2,Onion,Vegetables,2,0.3,0.64,0.68,2022-07-16,2022,7,5,False
da76891f-1286-419b-9516-c4e314ada77d,Yogurt,Dairy,3,0.6,1.28,2.04,2021-05-25,2021,5,1,False
c3d8c98a-e57f-422b-9cdb-5bd5d266d552,Orange,Fruits,4,0.35,0.57,0.88,2023-10-20,2023,10,4,False
cc2d82ec-3161-4dd8-9639-e1de77a1416d,Onion,Vegetables,2,0.3,0.53,0.46,2021-11-03,2021,11,2,False
1b826269-3879-4d56-be0b-9bebbbb3c171,Bagel,Bakery,7,0.7,1.22,3.64,2023-02-17,2023,2,4,False
1217a180-5696-410c-92c2-3b2103cd95c0,Tomato,Vegetables,13,0.4,1.22,10.66,2020-12-22,2020,12,1,True
f9d29619-6c90-471e-aa3f-c5590c647cb2,Strawberry,Fruits,7,1.5,3.03,10.71,2023-06-26,2023,6,0,False
b61c2c9c-c1ac-4f91-b3b7-380ae9cee601,Butter,Dairy,5,1.8,3.38,7.9,2022-06-21,2022,6,1,False
363eeeac-6f27-43ff-a119-05a59de7e5b9,Cake,Bakery,6,5.0,9.7,28.2,2021-01-22,2021,1,4,False
2adb97c0-e630-4ea6-a295-18896204d4b7,Muffin,Bakery,5,0.85,2.13,6.4,2024-10-20,2024,10,6,False
d7ff9e61-96b5-49a9-aacc-7ab02e664ca3,Dish Soap,Household,5,1.2,1.96,3.8,2023-04-03,2023,4,0,False
504aaa5d-9ee6-4cef-9b44-a3fab00cffc5,Milk,Dairy,4,0.9,1.63,2.92,2021-11-05,2021,11,4,False
725d6838-4537-495f-b845-6826690385c2,Eggs,Dairy,10,1.5,3.5,20.0,2021-04-11,2021,4,6,True
fb8d5d15-a3e1-4266-ad4a-e64d6a0d788d,Tea,Beverages,5,2.0,3.53,7.65,2021-11-13,2021,11,5,False
987dfe57-46f8-409c-a4cb-f7bc43049785,Trash Bags,Household,7,2.0,5.9,27.3,2021-12-21,2021,12,1,True
c137d1f2-de25-47f1-93b9-60d4c2723a6a,Tea,Beverages,7,2.0,3.21,8.47,2023-10-21,2023,10,5,False
fe59db5b-43b6-4112-a539-450d132c7a7e,Flour,Pantry,4,0.7,1.82,4.48,2021-11-05,2021,11,4,False
7d70b382-5c1c-4065-b69c-f55f3ea8c93d,Rice,Pantry,2,1.0,2.02,2.04,2021-01-15,2021,1,4,False
c6dbd778-061c-4227-8d57-9bbaa03fedde,Pasta,Pantry,7,0.9,1.58,4.76,2021-11-04,2021,11,3,False
52703fc3-baa0-44f3-b62c-9a1c48a14478,Coffee,Beverages,5,3.0,6.08,15.4,2021-04-21,2021,4,2,False
12a91cbc-7ac6-436c-8038-375dd834135f,Pork Chop,Meat,2,4.0,6.36,4.72,2024-09-15,2024,9,6,False
e7861f56-1b94-4004-b140-29bff88fd7f4,Banana,Fruits,4,0.2,0.43,0.92,2024-11-12,2024,11,1,False
e96e06fb-5377-4675-b84f-2fd519fc98a5,Bread,Bakery,2,0.8,1.12,0.64,2023-06-28,2023,6,2,False
315b8c92-c003-410c-86bc-638fdbe84496,Orange Juice,Beverages,5,1.5,3.06,7.8,2020-10-07,2020,10,2,False
7e8296f5-42e9-43b6-bcb5-eeaab15cdbdd,Eggs,Dairy,7,1.5,2.26,5.32,2021-10-14,2021,10,3,False
d821abd0-3a7f-42f2-9a32-dba6caa71b45,Cheese,Dairy,5,2.5,4.69,10.95,2022-01-29,2022,1,5,False
d0ac959d-ff41-4a97-810d-7a25debe117e,Muffin,Bakery,4,0.85,1.87,4.08,2024-03-10,2024,3,6,False
606be41c-5162-4acb-8697-c9f1e393f0bf,Orange,Fruits,7,0.35,0.75,2.8,2024-09-02,2024,9,0,False
7f95efa5-536d-4e39-936e-6fd70640259a,Orange Juice,Beverages,8,1.5,3.27,14.16,2024-11-14,2024,11,3,False
9ed44ac4-54c0-46aa-9965-e21b7b69c462,Flour,Pantry,6,0.7,1.21,3.06,2022-08-10,2022,8,2,False
2c13684c-cdb0-47f2-bd91-98be22587de0,Onion,Vegetables,9,0.3,0.74,3.96,2021-12-31,2021,12,4,True
64e2eb36-5688-4a7f-95da-572b2823bf39,Chicken Breast,Meat,5,3.0,5.64,13.2,2024-01-08,2024,1,0,False
02f213cb-ebf7-44b2-a086-78293b7542c6,Coffee,Beverages,4,3.0,4.58,6.32,2022-07-14,2022,7,3,False
728c452e-bc17-44db-9a78-26126e4bd56c,Sugar,Pantry,7,0.6,1.25,4.55,2024-02-24,2024,2,5,False
85276f95-79a5-425a-b8a4-f4244dc05ce6,Onion,Vegetables,8,0.3,0.91,4.88,2023-12-11,2023,12,0,False
68c23cb2-2310-40f1-b6d1-10a7a1191205,Laundry Detergent,Household,3,5.0,9.61,13.83,2023-11-23,2023,11,3,False
14964440-5602-4305-8f6e-c2498f8d1fb2,Sausage,Meat,6,2.5,5.03,15.18,2022-11-09,2022,11,2,False
5583d3c4-2196-4887-9a7f-6ec5cf7307f2,Strawberry,Fruits,4,1.5,2.75,5.0,2021-01-28,2021,1,3,False
99b3e9e9-4189-4925-9574-48b3de934085,Croissant,Bakery,5,0.9,1.73,4.15,2024-12-06,2024,12,4,False
331ef398-508e-444f-8897-fc8ff850f564,Muffin,Bakery,5,0.85,2.0,5.75,2020-09-30,2020,9,2,False
72ac6b31-1177-41d5-a5f3-a346a22a99c4,Croissant,Bakery,2,0.9,2.08,2.36,2020-12-09,2020,12,2,False
e60489bc-057f-4773-88c6-402d5d746c6b,Cheese,Dairy,4,2.5,4.05,6.2,2020-02-14,2020,2,4,False
20807464-00df-404e-a3c3-c492920fffa6,Laundry Detergent,Household,6,5.0,8.72,22.32,2024-07-10,2024,7,2,False
3e178341-ca22-4768-8da4-0842a6381ad7,Soda,Beverages,5,0.7,1.33,3.15,2023-12-02,2023,12,5,False
41cf52ff-17ee-4940-aef9-2a85529b775c,Butter,Dairy,2,1.8,2.96,2.32,2023-05-16,2023,5,1,False
ea99e56c-ef2e-4d3e-beac-34ba066b27a1,Muffin,Bakery,7,0.85,2.1,8.75,2023-06-03,2023,6,5,False
dc6fd70c-11ea-4191-bdc6-1b41741759b2,Soda,Beverages,4,0.7,1.23,2.12,2023-01-07,2023,1,5,False
6324f60e-ea96-4475-aabb-76e0ada5f844,Tomato,Vegetables,7,0.4,0.72,2.24,2020-06-02,2020,6,1,False
e7a816cf-deb5-4b34-8e04-9a2136a3dfb9,Laundry Detergent,Household,9,5.0,11.84,61.56,2024-12-22,2024,12,6,True
0d8638a9-3fed-4700-b752-42ec0e927357,Trash Bags,Household,3,2.0,4.82,8.46,2023-09-20,2023,9,2,False
8e994c5c-8f91-4df2-b3b0-d1776b08f092,Tea,Beverages,4,2.0,3.41,5.64,2023-03-22,2023,3,2,False
3840482d-d28e-49bd-94d5-39e127ba7dca,Coffee,Beverages,5,3.0,4.71,8.55,2024-12-10,2024,12,1,False
6f93d243-de93-4382-9aa9-78207ae99718,Trash Bags,Household,4,2.0,4.19,8.76,2020-03-19,2020,3,3,False
f1b22412-2d09-45d2-ab09-6dde214c3f82,Dish Soap,Household,6,1.2,2.31,6.66,2022-02-26,2022,2,5,False
f5418ba8-efe1-49ce-b56d-4f2155bbd5d0,Dish Soap,Household,8,1.2,2.58,11.04,2024-02-29,2024,2,3,False
5b43dff8-7b5e-420f-8196-c0a6a9051447,Grapes,Fruits,6,1.2,1.85,3.9,2022-09-08,2022,9,3,False
245f58bf-5f27-447f-b2e6-27ba63d5412f,Beef Steak,Meat,2,6.0,12.34,12.68,2021-07-25,2021,7,6,False
da635dc2-79a5-449c-ae61-f1e7c85270ce,Carrot,Vegetables,5,0.2,0.53,1.65,2021-11-20,2021,11,5,False
c90096f7-cc3b-499a-97a5-59dee19cba99,Grapes,Fruits,3,1.2,2.46,3.78,2020-05-28,2020,5,3,False
0627bfbd-4490-488c-ade6-e091518d461c,Tomato,Vegetables,8,0.4,0.93,4.24,2023-02-24,2023,2,4,False
172ca9ca-d9cb-4239-b8d8-187ae19c4bd3,Soda,Beverages,8,0.7,1.4,5.6,2024-05-27,2024,5,0,False
5df9feed-4c4f-4719-842a-7f88107ddf11,Trash Bags,Household,7,2.0,3.88,13.16,2023-01-20,2023,1,4,False
92df607a-3a26-474e-83f8-6c2046776ffc,Salt,Pantry,2,0.2,0.61,0.82,2023-06-21,2023,6,2,False
00a23580-5283-47a5-b8f5-8bdc75ad5557,Cake,Bakery,6,5.0,9.65,27.9,2021-03-21,2021,3,6,False
4e65fa1b-a5c5-41a9-8b05-aee93bd148c4,Flour,Pantry,14,0.7,1.94,17.36,2020-11-30,2020,11,0,True
7d3932aa-3ae5-4746-9716-2be331bcd7c7,Pork Chop,Meat,7,4.0,7.46,24.22,2023-12-14,2023,12,3,False
e2070754-5e23-4531-9838-7614bfb4fe7b,Bread,Bakery,4,0.8,1.18,1.52,2020-07-05,2020,7,6,False
d8fe633b-f585-486d-9275-698e984f84d8,Muffin,Bakery,5,0.85,1.97,5.6,2023-09-13,2023,9,2,False
933672d9-c52c-41ff-82d0-7b4bfc0668c6,Salt,Pantry,6,0.2,0.59,2.34,2023-03-02,2023,3,3,False
36f7d564-b26d-4e11-93d8-27b03ce7b4ae,Cheese,Dairy,7,2.5,4.78,15.96,2020-12-19,2020,12,5,False
22badef6-68a1-43af-800a-f0200e99247c,Toilet Paper,Household,8,3.0,4.84,14.72,2024-06-23,2024,6,6,False
9c05803e-8ef1-47c5-9cb7-13c06445021a,Milk,Dairy,3,0.9,1.38,1.44,2021-02-05,2021,2,4,False
5094466c-ade1-4fc1-a469-658966879dbc,Paper Towels,Household,2,2.5,4.44,3.88,2021-09-05,2021,9,6,False
78b83286-434f-4586-9063-06423d2d2937,Orange Juice,Beverages,6,1.5,2.91,8.46,2022-07-27,2022,7,2,False
73e8955b-51f8-46a2-817b-40d6a43bee0b,Onion,Vegetables,8,0.3,0.51,1.68,2024-07-14,2024,7,6,False
e73bfaf4-4b14-4b05-99a9-4b69186613a6,Banana,Fruits,6,0.2,0.51,1.86,2021-08-05,2021,8,3,False
6f540e5d-4789-4f99-bba3-594acc693ed1,Onion,Vegetables,7,0.3,0.53,1.61,2024-08-31,2024,8,5,False
fcc55567-c15d-4c44-b7eb-fe265b854b1b,Coffee,Beverages,4,3.0,5.23,8.92,2021-07-25,2021,7,6,False
cd43dcf1-be58-46dc-af36-eaa04a67bbb1,Tea,Beverages,3,2.0,3.38,4.14,2023-07-07,2023,7,4,False
0358e1d6-782f-4bed-916a-5618c14e0aa9,Salt,Pantry,7,0.2,0.68,3.36,2024-09-29,2024,9,6,False
1dffa3f5-6f36-4682-bd59-380f32e6c81a,Milk,Dairy,10,0.9,1.84,9.4,2022-12-22,2022,12,3,True
efbaeb5b-69d9-4df6-8122-7fa06c2cc8a7,Pasta,Pantry,2,0.9,1.76,1.72,2024-03-21,2024,3,3,False
7d38c16e-da04-41cc-acfc-31800200e055,Milk,Dairy,6,0.9,1.21,1.86,2021-10-30,2021,10,5,False
ffa8eabe-a898-4688-bdc3-37efcb2b42d4,Carrot,Vegetables,2,0.2,0.62,0.84,2024-03-15,2024,3,4,False
cf7f9f82-258b-40a5-8b4c-bb11e2406c78,Chicken Breast,Meat,3,3.0,4.62,4.86,2023-05-20,2023,5,5,False
c456b348-bea8-440d-8eb2-3b19148d9a30,Flour,Pantry,8,0.7,1.65,7.6,2020-01-27,2020,1,0,False
b0da142f-95e9-4d97-a0be-b1132c067c8b,Laundry Detergent,Household,3,5.0,10.7,17.1,2024-09-20,2024,9,4,False
634e5969-e16e-4501-8198-05840d7285d7,Grapes,Fruits,3,1.2,1.86,1.98,2023-11-15,2023,11,2,False
86174a50-9132-42aa-ab42-0089b2abd628,Carrot,Vegetables,7,0.2,0.46,1.82,2023-03-09,2023,3,3,False
480f2dbf-1eb6-4304-94bb-a85778065ad3,Toilet Paper,Household,4,3.0,6.37,13.48,2021-02-02,2021,2,1,False
6d0ccb7e-dbc5-44ec-8885-fedfffbb6ec6,Cake,Bakery,2,5.0,8.06,6.12,2022-06-02,2022,6,3,False
59b407ea-6adb-4746-aabe-c4bc89a1eea8,Grapes,Fruits,3,1.2,2.32,3.36,2020-12-05,2020,12,5,False
a7a2f3ef-42a6-4e4a-9afb-236c5a4beeb9,Cheese,Dairy,7,2.5,3.75,8.75,2023-04-30,2023,4,6,False
fee602a2-30b6-409d-ad74-84f5d176d6d7,Soda,Beverages,4,0.7,1.83,4.52,2022-07-05,2022,7,1,False
45b190d7-53f8-40ec-adb7-1dec27ba2b24,Butter,Dairy,7,1.8,3.45,11.55,2024-07-15,2024,7,0,False
ab5dea5a-01b3-42aa-b9d9-b8a34f68f832,Salt,Pantry,6,0.2,0.48,1.68,2020-05-18,2020,5,0,False
4896f681-7037-4b21-8dcd-892be16d6c54,Orange Juice,Beverages,14,1.5,4.07,35.98,2024-11-29,2024,11,4,True
9b1e3577-fc3a-46de-9583-edae4f769538,Trash Bags,Household,5,2.0,4.03,10.15,2020-09-11,2020,9,4,False
1c21de65-1987-4e44-95c5-0d81a9f4285d,Eggs,Dairy,11,1.5,2.62,12.32,2024-11-25,2024,11,0,True
f7e15185-77d4-4dc8-b183-5ea67b91486d,Bagel,Bakery,9,0.7,2.27,14.13,2024-12-24,2024,12,1,True
e8eb3c88-0ddf-4f7b-ba56-00411b9ad22f,Rice,Pantry,3,1.0,2.05,3.15,2024-12-10,2024,12,1,False
36cee3c6-6ecb-46ea-a165-5f845f76c235,Toilet Paper,Household,3,3.0,6.05,9.15,2024-03-06,2024,3,2,False
141f1a3a-b7fc-4fd7-963f-e16ff9f35b13,Paper Towels,Household,5,2.5,4.72,11.1,2021-03-12,2021,3,4,False
2e80785d-7c5a-4227-bd84-a6f7e82dc4fc,Tea,Beverages,5,2.0,4.98,14.9,2023-04-01,2023,4,5,False
1af83313-e1d5-4654-bcc3-6db6ca841af3,Broccoli,Vegetables,10,0.8,2.48,16.8,2024-04-05,2024,4,4,True
df012ee8-1622-4ad5-beb4-69d7f5271191,Flour,Pantry,5,0.7,1.75,5.25,2022-06-17,2022,6,4,False
b491ae80-1b2b-453c-9d60-862ec909581a,Tea,Beverages,7,2.0,3.48,10.36,2022-07-01,2022,7,4,False
f9ed0e04-130f-4496-9a4b-4fde4fdf4492,Croissant,Bakery,4,0.9,2.41,6.04,2023-06-26,2023,6,0,False
2be5b084-b689-4a77-b81d-3f75c1e1023b,Laundry Detergent,Household,3,5.0,8.67,11.01,2022-08-16,2022,8,1,False
decce999-939a-468b-a5e3-049da235cdee,Bacon,Meat,6,3.5,6.09,15.54,2020-08-10,2020,8,0,False
53bba6f2-a7f8-4493-ab34-09f7269b027f,Dish Soap,Household,7,1.2,2.17,6.79,2024-02-03,2024,2,5,False
